cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
['mexican']	['main-course']	Healthy chilli con carne	['1-2 tbsp olive oil, plus extra if needed', '400g diced stewing beef', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '1 ½ tsp ground cumin', '1-2 tbsp chipotle paste (or gluten-free alternative), depending on how spicy you like it', '400g can kidney bean in chilli sauce', '400g can chopped tomato', '1 lime, zested and cut into wedges', '¼ small pack coriander, leaves only', 'cooked rice, to serve (optional)']	Easy	['Freezable', 'Gluten-free', 'Healthy']	['oliv oil plus extra need', 'dice stew beef', 'onion fine chop', 'garlic clove fine chop', 'ground cumin', 'chipotl past depend spici like', 'kidney bean chilli sauc', 'chop tomato', 'lime zest cut wedg', 'small coriand leaf', 'cook rice serv']
		Moroccan harira	['1-2 tbsp rapeseed oil', '2 large onions, finely chopped', '4 garlic cloves, chopped', '2 tsp turmeric', '2 tsp cumin', '½ tsp cinnamon', '2 red chillies, deseeded and sliced', '500g carton passata', '1.7l reduced-salt vegetable bouillon', '175dried green lentils', '2 carrots, chopped into small pieces', '1 sweet potato, peeled and diced', '5 celery sticks, chopped into small pieces', '⅔ small pack coriander, few sprigs reserved, the rest chopped', '1 lemon, cut into 4 wedges, to serve']	Easy	['Healthy', 'Vegetarian']	['rapese oil', 'larg onion fine chop', 'garlic clove chop', 'turmer', 'cumin', 'cinnamon', 'red chilli deseed slice', 'passata', 'reduc salt veget bouillon', 'dri green lentil', 'carrot chop small piec', 'sweet potato peel dice', 'celeri stick chop small piec', '⅔ small coriand sprig reserv rest chop', 'lemon cut wedg serv']
	['dinner', 'main-course', 'supper']	Beef ragout	"['1.2kg beef shin, cut into chunks', '4-5 tbsp olive oil', '2 onions, finely chopped', '3 carrots, finely chopped', '4 celery sticks, finely chopped', '4 garlic cloves, sliced', '3 tbsp tomato purée', '400ml red wine', '2 rosemary sprigs', '2 bay leaves', '2 x 400g cans chopped tomatoes', '500ml beef stock', ""parmesan, grated, and pappardelle (see 'Goes well with', below), to serve""]"	More effort	['Freezable']	['beef shin cut chunk', 'oliv oil', 'onion fine chop', 'carrot fine chop', 'celeri stick fine chop', 'garlic clove slice', 'tomato puré', 'red wine', 'rosemari sprig', 'bay leaf', 'can chop tomato', 'beef stock', 'parmesan grate pappardell serv']
	['dinner', 'main-course', 'supper']	Vegan shepherd's pie	"['1.2kg floury potatoes, such as Maris Piper or King Edward', '50ml vegetable oil', '30g dried porcini mushrooms, soaked in hot water for 15 mins, then drained (reserve the liquid)', '2 large leeks, chopped', '2 small onions, chopped', '4 medium carrots (about 300g), cut into small cubes', ""1 vegetable stock cube (make sure it's vegan)"", '3 garlic cloves, crushed', '2 tbsp tomato purée', '2 tsp smoked paprika', '1 small butternut squash, peeled and cut into small cubes', '½ small pack marjoram or oregano, leaves picked and roughly chopped', '½  small pack thyme, leaves picked', '½ small pack  sage, leaves picked and roughly chopped', '4 celery sticks, chopped', '400g can chickpeas', '300g frozen peas', '300g frozen spinach', '20ml olive oil', 'small pack flat-leaf parsley, chopped', 'tomato ketchup, to serve (optional)']"	Easy	['Freezable (before baking)', 'Healthy', 'High-fibre', 'Vegan', 'Vegetarian']	['flouri potato mari piper king edward', 'veget oil', 'dri porcini mushroom soak hot water min drain', 'larg leek chop', 'small onion chop', 'medium carrot cut small', 'veget stock', 'garlic clove crush', 'tomato puré', 'smoke paprika', 'small butternut squash peel cut small', 'small marjoram oregano leaf pick rough chop', 'small thyme leaf pick', 'small sage leaf pick rough chop', 'celeri stick chop', 'chickpea', 'frozen pea', 'frozen spinach', 'oliv oil', 'small flat leaf parsley chop', 'tomato ketchup serv']
['french']	['dinner', 'main-course', 'supper']	Next level beef bourguignon	['1.2kg stewing beef', '1 garlic bulb, halved', '1 star anise', 'small pack thyme', '3 bay leaves', '1l full-bodied red wine (preferably French and made from pinot noir)', '5 tbsp sunflower oil', '6 carrots, cut into large chunks', '1 onion, roughly chopped', '3 celery sticks, roughly chopped', '1 tsp tomato purée', '1 heaped tbsp plain flour', '150g unsmoked bacon lardons', '150g pearl onions or small shallots, peeled', '150g button mushrooms', 'small pack parsley, leaves roughly chopped, to serve']	More effort	['Freezable']	['stew beef', 'garlic bulb halv', 'star anis', 'small thyme', 'bay leaf', 'full bodi red wine', 'sunflow oil', 'carrot cut larg chunk', 'onion rough chop', 'celeri stick rough chop', 'tomato puré', 'heap plain flour', 'unsmok bacon lardon', 'pearl onion small shallot peel', 'button mushroom', 'small parsley leaf rough chop serv']
	['dinner', 'main-course', 'supper']	Slow cooker gammon in cola	['1.5-1.8kg unsmoked boneless gammon joint', '2l cola (not diet)', '1 carrot, peeled and chopped', '1 onion, peeled and quartered', '1 stick celery, chopped', '1 cinnamon stick', '½ tbsp peppercorns', '1 bay leaf', '150ml maple syrup', '2 tbsp wholegrain mustard', '2 tbsp red wine vinegar', 'pinch of ground cloves or five-spice']	Easy	['Gluten-free']	['unsmok boneless gammon joint', 'cola', 'carrot peel chop', 'onion peel quarter', 'celeri chop', 'cinnamon', 'peppercorn', 'bay leaf', 'mapl syrup', 'wholegrain mustard', 'red wine vinegar', 'ground clove five spice']
['british']	['dinner', 'main-course']	Roast pork with crackling	['1.8kg piece of rolled and tied pork loin with the skin scored', '2 garlic cloves, sliced into thin slivers', 'small bunch rosemary, broken into small sprigs', '3 bay leaves, torn', '1 onion, roughly chopped', '1 large carrot, chopped', '1 Bramley apple, peeled, quartered, cored and roughly sliced', '1 tbsp sunflower oil', '2 tbsp plain flour', '100ml good quality cider', '500ml vegetable or chicken stock']	More effort	[]	['roll tie pork loin skin score', 'garlic clove slice thin sliver', 'small bunch rosemari broken small sprig', 'bay leaf torn', 'onion rough chop', 'larg carrot chop', 'bramley appl peel quarter core rough slice', 'sunflow oil', 'plain flour', 'good qualiti cider', 'veget chicken stock']
	['drink']	Strawberry smoothie	['10 strawberries, hulled (approx 175g)', '1 small banana, sliced', '100ml orange juice, chilled']	Easy	['Easily doubled', 'Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']	['strawberri hull', 'small banana slice', 'orang juic chill']
['chinese']	['dinner', 'main-course']	Special fried rice	['100g basmati rice or long-grain rice', '85g frozen peas', '1 tbsp sunflower oil', '1 egg, beaten', '1 garlic clove, chopped', '3 spring onions, sliced on an angle', '½ red pepper, deseeded and chopped', 'good pinch five spice powder', '100g beansprouts', '1 tsp soy sauce', '50g finely diced chorizo, bacon or ham (optional)', '50g peeled prawns (optional)']	Easy	['Easily doubled', 'Healthy']	['basmati rice long grain rice', 'frozen pea', 'sunflow oil', 'egg beaten', 'garlic clove chop', 'spring onion slice angl', 'red pepper deseed chop', 'good five spice powder', 'beansprout', 'soy sauc', 'fine dice chorizo bacon ham', 'peel prawn']
['scottish']	['afternoon-tea', 'dessert']	Dundee cake	['100g blanched almonds', '180g unsalted butter, at room temperature', '180g light muscovado sugar', 'zest 1 large orange', '3 tbsp apricot jam or marmalade', '225g plain flour', '1 tsp baking powder', '3 large  eggs, beaten', '100g ground almonds', '2 tbsp milk', '500g mixed dried fruit', '100g whole glacé cherry', '1 tbsp milk', '2 tsp caster sugar']	Easy	[]	['blanch almond', 'unsalt butter room temperatur', 'light muscovado sugar', 'zest larg orang', 'apricot jam marmalad', 'plain flour', 'bake powder', 'larg egg beaten', 'ground almond', 'milk', 'mix dri fruit', 'glacé cherri', 'milk', 'caster sugar']
	['dessert']	Ultimate plum & apple cobbler	['100g butter, cubed', '100g golden caster sugar', '2 vanilla pods, seeds scraped out', '700g firm plums, stoned and roughly chopped', '300g Braeburn apples, peeled, cored and chopped', '1 tsp cinnamon', '1 egg', '100ml milk', '140g cold butter, cut into cubes', '280g plain flour', '140g golden caster sugar', '½ tsp cinnamon', '1 tbsp baking powder', '2 tbsp demerara sugar', 'clotted cream, to serve']	Easy	['Freezable', 'Vegetarian']	['butter cube', 'golden caster sugar', 'vanilla pod seed scrape', 'firm plum stone rough chop', 'braeburn appl peel core chop', 'cinnamon', 'egg', 'milk', 'cold butter cut', 'plain flour', 'golden caster sugar', 'cinnamon', 'bake powder', 'demerara sugar', 'clot cream serv']
['british']	['dessert', 'dinner']	Self-saucing Jaffa pudding	['100g butter, melted, plus a little extra for the dish', '250g self-raising flour', '140g caster sugar', '50g cocoa', '1 tsp baking powder', 'zest and juice 1 orange', '3 eggs', '150ml milk', '100g orange milk chocolate or milk chocolate, broken into chunks', 'single cream or ice cream, to serve', '200g light muscovado sugar', '25g cocoa']	Easy	[]	['butter melt plus littl extra dish', 'self rais flour', 'caster sugar', 'cocoa', 'bake powder', 'zest juic orang', 'egg', 'milk', 'orang milk chocol milk chocol broken chunk', 'singl cream ice cream serv', 'light muscovado sugar', 'cocoa']
['american']	['brunch', 'snack']	Cheese & bacon scones	['100g butter, plus extra for greasing', '10 rashers streaky bacon', '275g self-raising flour', '½ tsp baking powder', '150ml milk', '50ml vegetable oil', '1 egg', 'handful snipped chives', '150g grated cheddar']	Easy	['Freezable (after baking)']	['butter plus extra greas', 'rasher streaki bacon', 'self rais flour', 'bake powder', 'milk', 'veget oil', 'egg', 'hand snip chive', 'grate cheddar']
	['afternoon-tea', 'dessert', 'treat']	Cream cheese frosting	['100g butter, softened ', '1 tbsp orange juice (optional)', '100g icing sugar, sieved', '200g full fat cream cheese']	Easy	['Vegetarian']	['butter soften', 'orang juic', 'ice sugar siev', 'full fat cream chees']
['british']	['dinner', 'main-course']	Quick chilli	['100g chorizo, sliced', '350g tub fresh tomato and chilli sauce (we used Waitrose)', '400g can kidney beans, rinsed and drained', '400g can chickpea, rinsed and drained', 'rice and natural yogurt, or jacket potatoes and soured cream, to serve']	Easy	['Freezable']	['chorizo slice', 'tub fresh tomato chilli sauc', 'kidney bean rins drain', 'chickpea rins drain', 'rice natur yogurt jacket potato sour cream serv']
['mediterranean']	['lunch', 'main-course']	10-minute couscous salad	['100g couscous', '200ml hot low salt vegetable stock (from a cube is fine)', '2 spring onions', '1 red pepper', '½ cucumber', '50g feta cheese, cubed ', '2tbsp pesto', '2tbsp pine nuts']	Easy	['Vegetarian']	['couscous', 'hot low salt veget stock', 'spring onion', 'red pepper', 'cucumb', 'feta chees cube', 'pesto', 'pine nut']
['british']	['dinner', 'main-course']	Lancashire hotpot	['100g dripping or butter', '900g stewing lamb, cut into large chunks', '3 lamb kidneys, sliced, fat removed', '2 medium onions, chopped', '4 carrots, peeled and sliced', '25g plain flour', '2 tsp  Worcestershire sauce', '500ml lamb or chicken stock', '2 bay leaves', '900g potato, peeled and sliced']	Easy	['Freezable']	['drip butter', 'stew lamb cut larg chunk', 'lamb kidney slice fat remov', 'medium onion chop', 'carrot peel slice', 'plain flour', 'worcestershir sauc', 'lamb chicken stock', 'bay leaf', 'potato peel slice']
	['breakfast']	Healthy porridge bowl	['100g frozen raspberries', '1 orange, ½ sliced and ½ juiced', '150g porridge oats', '100ml milk', '½ banana, sliced', '2 tbsp smooth almond butter', '1 tbsp goji berries', '1 tbsp chia seeds']	Easy	['Healthy', 'Vegetarian']	['frozen raspberri', 'orang slice juic', 'porridg oat', 'milk', 'banana slice', 'smooth almond butter', 'goji berri', 'chia seed']
	['afternoon-tea', 'dessert', 'treat']	Chocolate rice crispy cakes	['100g milk chocolate, broken up', '50g dark chocolate, broken up', '100g butter', '4 tbsp golden syrup', '100g puffed rice', '50g milk chocolate, melted', 'sprinkles, mini marshmallows, nuts, Smarties, dried fruit or white chocolate buttons']	Easy	['Vegetarian']	['milk chocol broken', 'dark chocol broken', 'butter', 'golden syrup', 'puf rice', 'milk chocol melt', 'sprinkl mini marshmallow nut smarti dri fruit white chocol button']
['french']	['breakfast', 'brunch', 'buffet', 'dessert', 'dinner', 'lunch', 'main-course', 'snack', 'supper']	Perfect pancakes recipe	['100g plain flour', '2 eggs', '300ml semi-skimmed milk', '1 tbsp sunflower oil  or vegetable, plus extra for frying', 'pinch salt']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Vegetarian']	['plain flour', 'egg', 'semi skim milk', 'sunflow oil veget plus extra fri', 'salt']
	['afternoon-tea', 'dessert', 'treat']	Chocolate cupcakes	['100g plain flour', '20g cocoa powder', '140g caster sugar', '1½ tsp baking powder', '40g unsalted butter (at room temperature)', '120ml whole milk', '1 egg', '¼ tsp vanilla extract', 'buttercream', 'chocolate vermicelli (optional)']	Easy	['Vegetarian']	['plain flour', 'cocoa powder', 'caster sugar', 'bake powder', 'unsalt butter', 'milk', 'egg', 'vanilla extract', 'buttercream', 'chocol vermicelli']
['british']	['breakfast']	Cinnamon porridge with banana & berries	['100g porridge oats', '½ tsp cinnamon, plus extra to serve', '4 tsp demerara sugar', '450ml skimmed milk', '3 bananas, sliced', '400g punnet strawberries, hulled and halved', '150g pot fat-free natural yogurt']	Easy	['Healthy']	['porridg oat', 'cinnamon plus extra serv', 'demerara sugar', 'skim milk', 'banana slice', 'punnet strawberri hull halv', 'pot fat free natur yogurt']
['british']	['dessert', 'dinner', 'supper']	Rice pudding	['100g pudding rice', 'butter, for the dish', '50g sugar', '700ml semi-skimmed milk', 'pinch of grated nutmeg or strip lemon zest', '1 bay leaf, or strip lemon zest']	Easy	[]	['pud rice', 'butter dish', 'sugar', 'semi skim milk', 'grate nutmeg strip lemon zest', 'bay leaf strip lemon zest']
['american']	['treat']	Oatmeal raisin cookies	['100g raisin', '150ml vegetable oil', '200g golden caster sugar', '1 large egg, beaten', '1 tsp ground cinnamon', '1 tsp vanilla extract', '140g plain flour', '¼ tsp bicarbonate of soda', '300g oats']	Easy	['Freezable (unbaked)']	['raisin', 'veget oil', 'golden caster sugar', 'larg egg beaten', 'ground cinnamon', 'vanilla extract', 'plain flour', 'bicarbon soda', 'oat']
		Ultimate easy gingerbread	['100g salted butter', '3 tbsp golden syrup', '100g dark muscovado sugar', '½ tsp bicarbonate of soda', '1 tbsp ground ginger', '1 tsp ground cinnamon', '225g plain flour', '50g icing sugar']	Easy	['Vegetarian']	['salt butter', 'golden syrup', 'dark muscovado sugar', 'bicarbon soda', 'ground ginger', 'ground cinnamon', 'plain flour', 'ice sugar']
	['afternoon-tea', 'treat']	Ginger biscuits	['100g salted butter,  cubed', '75g light brown soft sugar', '1 tbsp grated fresh ginger', '100g golden syrup', '250g self-raising flour', '1½ tbsp ground ginger', '1 tsp bicarbonate of soda', '1 small egg yolk, beaten ']	Easy	['Freezable (Dough only)', 'Vegetarian']	['salt butter cube', 'light brown soft sugar', 'grate fresh ginger', 'golden syrup', 'self rais flour', 'ground ginger', 'bicarbon soda', 'small egg yolk beaten']
	['dessert', 'snack']	Easy blueberry muffins	['100g unsalted butter softened, plus 1 tbsp, melted, for greasing', '140g golden caster sugar', '2 large eggs', '140g natural yogurt', '1 tsp vanilla extract', '2 tbsp milk', '250g plain flour', '2 tsp baking powder', '1 tsp bicarbonate of soda', '125g pack blueberries (or use frozen)']	Easy	['Freezable', 'Vegetarian']	['unsalt butter soften plus melt greas', 'golden caster sugar', 'larg egg', 'natur yogurt', 'vanilla extract', 'milk', 'plain flour', 'bake powder', 'bicarbon soda', 'blueberri']
	['treat']	Double choc peanut butter cookies	['100g unsalted butter, softened at room temperature', '100g light brown sugar', '100g caster sugar', '1 egg, beaten', '150g self-raising flour', '2 tbsp cocoa powder', '¼ tsp salt', '200g milk chocolate, 150g chopped into chunks and 50g melted for drizzling', '75g peanut butter (crunchy or smooth is fine)', 'handful of salted peanuts, roughly chopped', 'milk to serve, optional']	Easy	['Freezable', 'Vegetarian']	['unsalt butter soften room temperatur', 'light brown sugar', 'caster sugar', 'egg beaten', 'self rais flour', 'cocoa powder', 'salt', 'milk chocol chop chunk melt drizzl', 'peanut butter', 'hand salt peanut rough chop', 'milk serv option']
